,h,l,n,care_sent,cor,cor_abs
1343,325,300,100,care_sent,-0.4815,0.4815
1475,350,150,125,care_sent,-0.4814,0.4814
2723,500,275,225,care_sent,-0.4813,0.4813
2297,450,250,225,care_sent,-0.4813,0.4813
1563,350,375,75,care_sent,-0.4813,0.4813
1743,375,350,200,care_sent,-0.4812,0.4812
524,200,150,150,care_sent,-0.4812,0.4812
2609,475,450,150,care_sent,-0.4812,0.4812
1669,375,175,100,care_sent,-0.4812,0.4812
1558,350,350,300,care_sent,-0.4812,0.4812
1866,400,175,150,care_sent,-0.4811,0.4811
293,150,125,100,care_sent,-0.4811,0.4811
1972,400,400,325,care_sent,0.4811,0.4811
2634,475,475,325,care_sent,-0.481,0.481
997,275,275,200,care_sent,-0.481,0.481
2407,450,450,275,care_sent,-0.481,0.481
533,200,200,50,care_sent,0.481,0.481
1569,350,375,225,care_sent,-0.4809,0.4809
1217,300,400,100,care_sent,-0.4809,0.4809
2868,500,500,475,care_sent,-0.4809,0.4809
2841,500,475,275,care_sent,-0.4809,0.4809
728,225,375,75,care_sent,-0.4808,0.4808
2090,425,250,150,care_sent,-0.4808,0.4808
1564,350,375,100,care_sent,0.4808,0.4808
1714,375,300,100,care_sent,0.4807,0.4807
1345,325,300,150,care_sent,-0.4807,0.4807
2081,425,225,150,care_sent,-0.4806,0.4806
1162,300,275,200,care_sent,-0.4806,0.4806
1362,325,325,275,care_sent,-0.4806,0.4806
1571,350,375,275,care_sent,-0.4806,0.4806
996,275,275,175,care_sent,-0.4805,0.4805
2390,450,425,275,care_sent,-0.4804,0.4804
2167,425,400,200,care_sent,-0.4804,0.4804
1582,350,400,200,care_sent,0.4804,0.4804
246,125,350,50,care_sent,-0.4804,0.4804
959,275,175,100,care_sent,-0.4804,0.4804
2189,425,425,350,care_sent,-0.4803,0.4803
660,225,175,100,care_sent,-0.4803,0.4803
409,175,175,100,care_sent,0.4803,0.4803
194,125,75,50,care_sent,0.4803,0.4803
2820,500,450,200,care_sent,-0.4803,0.4803
1949,400,375,125,care_sent,-0.4803,0.4803
710,225,325,75,care_sent,-0.4803,0.4803
970,275,200,200,care_sent,-0.4803,0.4803
807,250,175,175,care_sent,-0.4803,0.4803
287,150,100,50,care_sent,0.4803,0.4803
1772,375,400,200,care_sent,0.4802,0.4802
1706,375,275,175,care_sent,-0.4802,0.4802
1754,375,375,125,care_sent,-0.4802,0.4802
1473,350,150,75,care_sent,-0.4801,0.4801
1385,325,375,200,care_sent,0.4801,0.4801
1771,375,400,175,care_sent,-0.4801,0.4801
1768,375,400,100,care_sent,-0.4801,0.4801
2294,450,250,150,care_sent,-0.4801,0.4801
309,150,200,75,care_sent,-0.4801,0.4801
512,200,100,75,care_sent,-0.4801,0.4801
1506,350,250,150,care_sent,-0.48,0.48
1901,400,275,175,care_sent,-0.48,0.48
2205,425,450,325,care_sent,-0.48,0.48
1894,400,250,250,care_sent,-0.4799,0.4799
2353,450,375,125,care_sent,-0.4799,0.4799
2633,475,475,300,care_sent,-0.4799,0.4799
1240,300,450,75,care_sent,0.4799,0.4799
211,125,175,50,care_sent,0.4799,0.4799
2206,425,450,350,care_sent,-0.4799,0.4799
2321,450,300,300,care_sent,-0.4799,0.4799
2787,500,400,200,care_sent,-0.4799,0.4799
1954,400,375,250,care_sent,-0.4798,0.4798
1116,300,150,50,care_sent,0.4798,0.4798
2784,500,400,125,care_sent,0.4798,0.4798
590,200,375,75,care_sent,-0.4798,0.4798
1741,375,350,150,care_sent,-0.4797,0.4797
1579,350,400,125,care_sent,-0.4797,0.4797
2409,450,450,325,care_sent,-0.4797,0.4797
1573,350,375,325,care_sent,-0.4797,0.4797
1726,375,325,100,care_sent,-0.4796,0.4796
719,225,350,75,care_sent,-0.4796,0.4796
1123,300,175,75,care_sent,-0.4796,0.4796
236,125,300,50,care_sent,-0.4795,0.4795
2339,450,350,125,care_sent,-0.4795,0.4795
827,250,250,75,care_sent,-0.4795,0.4795
1381,325,375,100,care_sent,-0.4794,0.4794
526,200,175,50,care_sent,0.4794,0.4794
1621,350,475,125,care_sent,0.4794,0.4794
1581,350,400,175,care_sent,0.4794,0.4794
2693,500,200,150,care_sent,-0.4793,0.4793
2340,450,350,150,care_sent,-0.4793,0.4793
1324,325,250,150,care_sent,-0.4793,0.4793
1566,350,375,150,care_sent,-0.4793,0.4793
1662,375,150,75,care_sent,-0.4792,0.4792
1180,300,325,75,care_sent,0.4792,0.4792
1323,325,250,125,care_sent,-0.4792,0.4792
985,275,250,150,care_sent,-0.4792,0.4792
2816,500,450,100,care_sent,0.4791,0.4791
2207,425,450,375,care_sent,-0.4791,0.4791
867,250,350,75,care_sent,0.4791,0.4791
1335,325,275,175,care_sent,-0.4791,0.4791
1670,375,175,125,care_sent,-0.4791,0.4791
718,225,350,50,care_sent,-0.4791,0.4791
64,75,75,75,care_sent,-0.4791,0.4791
798,250,150,100,care_sent,0.479,0.479
1380,325,375,75,care_sent,-0.479,0.479
1738,375,350,75,care_sent,-0.479,0.479
953,275,150,100,care_sent,-0.479,0.479
2261,450,150,75,care_sent,-0.4789,0.4789
1346,325,300,175,care_sent,-0.4789,0.4789
1376,325,350,300,care_sent,-0.4789,0.4789
332,150,300,50,care_sent,-0.4789,0.4789
1161,300,275,175,care_sent,-0.4789,0.4789
2578,475,400,200,care_sent,-0.4789,0.4789
756,225,450,100,care_sent,0.4788,0.4788
1773,375,400,225,care_sent,0.4787,0.4787
984,275,250,125,care_sent,-0.4787,0.4787
2607,475,450,100,care_sent,-0.4787,0.4787
857,250,325,75,care_sent,-0.4787,0.4787
2838,500,475,200,care_sent,0.4787,0.4787
1517,350,275,175,care_sent,-0.4787,0.4787
2559,475,375,100,care_sent,-0.4786,0.4786
1526,350,300,125,care_sent,-0.4786,0.4786
1406,325,425,75,care_sent,0.4786,0.4786
2485,475,200,175,care_sent,-0.4786,0.4786
1530,350,300,225,care_sent,-0.4786,0.4786
2837,500,475,175,care_sent,0.4786,0.4786
1135,300,200,200,care_sent,-0.4785,0.4785
2561,475,375,150,care_sent,-0.4785,0.4785
2201,425,450,225,care_sent,-0.4784,0.4784
2432,450,475,450,care_sent,-0.4784,0.4784
535,200,200,100,care_sent,-0.4784,0.4784
2562,475,375,175,care_sent,-0.4784,0.4784
1900,400,275,150,care_sent,-0.4783,0.4783
2869,500,500,500,care_sent,-0.4783,0.4783
2369,450,400,150,care_sent,-0.4783,0.4783
1770,375,400,150,care_sent,-0.4783,0.4783
1591,350,425,75,care_sent,-0.4782,0.4782
1192,300,350,75,care_sent,-0.4782,0.4782
831,250,250,175,care_sent,-0.4782,0.4782
644,225,100,75,care_sent,0.4781,0.4781
2209,425,450,425,care_sent,-0.4781,0.4781
1671,375,175,150,care_sent,-0.4781,0.4781
2370,450,400,175,care_sent,-0.478,0.478
1938,400,350,200,care_sent,-0.478,0.478
2388,450,425,225,care_sent,-0.478,0.478
1705,375,275,150,care_sent,-0.478,0.478
2203,425,450,275,care_sent,-0.478,0.478
129,100,125,100,care_sent,0.4779,0.4779
1516,350,275,150,care_sent,-0.4779,0.4779
1298,325,175,100,care_sent,-0.4779,0.4779
1395,325,400,125,care_sent,-0.4779,0.4779
1857,400,150,75,care_sent,-0.4779,0.4779
1785,375,425,150,care_sent,-0.4779,0.4779
2208,425,450,400,care_sent,0.4779,0.4779
351,150,375,75,care_sent,-0.4779,0.4779
2185,425,425,250,care_sent,-0.4778,0.4778
2326,450,325,125,care_sent,-0.4778,0.4778
566,200,300,75,care_sent,-0.4778,0.4778
730,225,375,125,care_sent,0.4778,0.4778
1870,400,200,75,care_sent,-0.4778,0.4778
2812,500,425,425,care_sent,-0.4777,0.4777
1695,375,250,150,care_sent,-0.4777,0.4777
2428,450,475,350,care_sent,-0.4777,0.4777
2327,450,325,150,care_sent,-0.4777,0.4777
1398,325,400,200,care_sent,0.4776,0.4776
1859,400,150,125,care_sent,-0.4776,0.4776
1171,300,300,150,care_sent,-0.4776,0.4776
241,125,325,50,care_sent,-0.4776,0.4776
1755,375,375,150,care_sent,-0.4775,0.4775
338,150,325,50,care_sent,-0.4775,0.4775
1965,400,400,150,care_sent,-0.4775,0.4775
415,175,200,75,care_sent,-0.4775,0.4775
2371,450,400,200,care_sent,-0.4775,0.4775
1048,275,400,100,care_sent,-0.4774,0.4774
2691,500,200,100,care_sent,-0.4774,0.4774
2354,450,375,150,care_sent,-0.4774,0.4774
2576,475,400,150,care_sent,-0.4774,0.4774
918,250,475,100,care_sent,0.4773,0.4773
302,150,175,50,care_sent,-0.4773,0.4773
1969,400,400,250,care_sent,0.4773,0.4773
788,250,100,75,care_sent,0.4773,0.4773
2819,500,450,175,care_sent,-0.4772,0.4772
284,150,75,50,care_sent,0.4772,0.4772
317,150,225,125,care_sent,0.4771,0.4771
2867,500,500,450,care_sent,-0.4771,0.4771
2764,500,350,350,care_sent,-0.4771,0.4771
2135,425,350,125,care_sent,-0.477,0.477
1759,375,375,250,care_sent,-0.477,0.477
1528,350,300,175,care_sent,-0.477,0.477
344,150,350,50,care_sent,-0.477,0.477
318,150,225,150,care_sent,0.477,0.477
2801,500,425,150,care_sent,-0.477,0.477
665,225,200,50,care_sent,0.4769,0.4769
2785,500,400,150,care_sent,-0.4769,0.4769
2799,500,425,100,care_sent,0.4769,0.4769
291,150,125,50,care_sent,0.4769,0.4769
2744,500,325,175,care_sent,-0.4768,0.4768
982,275,250,75,care_sent,-0.4768,0.4768
2504,475,250,225,care_sent,-0.4768,0.4768
2802,500,425,175,care_sent,-0.4767,0.4767
796,250,150,50,care_sent,0.4767,0.4767
1469,350,125,100,care_sent,-0.4767,0.4767
1138,300,225,75,care_sent,0.4767,0.4767
1051,275,400,175,care_sent,0.4767,0.4767
975,275,225,125,care_sent,-0.4766,0.4766
363,150,425,75,care_sent,-0.4766,0.4766
1784,375,425,125,care_sent,-0.4766,0.4766
426,175,225,175,care_sent,0.4766,0.4766
1951,400,375,175,care_sent,-0.4765,0.4765
1553,350,350,175,care_sent,0.4765,0.4765
1544,350,325,275,care_sent,-0.4765,0.4765
2184,425,425,225,care_sent,-0.4765,0.4765
2803,500,425,200,care_sent,-0.4765,0.4765
803,250,175,75,care_sent,0.4764,0.4764
1605,350,450,75,care_sent,0.4764,0.4764
1767,375,400,75,care_sent,-0.4764,0.4764
1204,300,375,75,care_sent,-0.4763,0.4763
2545,475,350,100,care_sent,0.4763,0.4763
2384,450,425,125,care_sent,-0.4763,0.4763
943,275,100,75,care_sent,-0.4762,0.4762
1539,350,325,150,care_sent,0.4762,0.4762
550,200,250,75,care_sent,-0.4762,0.4762
1050,275,400,150,care_sent,0.4762,0.4762
1568,350,375,200,care_sent,0.4762,0.4762
517,200,125,100,care_sent,-0.4762,0.4762
2612,475,450,225,care_sent,-0.4762,0.4762
2631,475,475,250,care_sent,-0.4762,0.4762
1038,275,375,125,care_sent,0.4762,0.4762
2057,425,150,75,care_sent,-0.4761,0.4761
457,175,350,75,care_sent,0.4761,0.4761
1007,275,300,175,care_sent,-0.4761,0.4761
2770,500,375,150,care_sent,-0.476,0.476
2352,450,375,100,care_sent,-0.476,0.476
1111,300,125,50,care_sent,0.476,0.476
231,125,275,50,care_sent,-0.476,0.476
1140,300,225,125,care_sent,-0.476,0.476
1536,350,325,75,care_sent,-0.476,0.476
2338,450,350,100,care_sent,-0.476,0.476
463,175,375,50,care_sent,-0.4759,0.4759
1334,325,275,150,care_sent,-0.4759,0.4759
2535,475,325,175,care_sent,-0.4759,0.4759
2402,450,450,150,care_sent,-0.4759,0.4759
414,175,200,50,care_sent,-0.4758,0.4758
1692,375,250,75,care_sent,0.4758,0.4758
1049,275,400,125,care_sent,0.4758,0.4758
1220,300,400,175,care_sent,0.4758,0.4758
1934,400,350,100,care_sent,-0.4758,0.4758
946,275,125,50,care_sent,0.4758,0.4758
1218,300,400,125,care_sent,0.4758,0.4758
1552,350,350,150,care_sent,0.4757,0.4757
2769,500,375,125,care_sent,-0.4757,0.4757
819,250,225,100,care_sent,-0.4757,0.4757
2391,450,425,300,care_sent,-0.4757,0.4757
1683,375,225,75,care_sent,0.4757,0.4757
2699,500,225,100,care_sent,0.4757,0.4757
2313,450,300,100,care_sent,0.4756,0.4756
1988,400,425,325,care_sent,0.4756,0.4756
1483,350,175,175,care_sent,-0.4755,0.4755
1583,350,400,225,care_sent,0.4755,0.4755
1524,350,300,75,care_sent,0.4755,0.4755
2278,450,200,175,care_sent,-0.4755,0.4755
2325,450,325,100,care_sent,0.4755,0.4755
1565,350,375,125,care_sent,-0.4754,0.4754
549,200,250,50,care_sent,0.4754,0.4754
2309,450,275,275,care_sent,-0.4753,0.4753
1130,300,200,75,care_sent,0.4753,0.4753
218,125,200,100,care_sent,0.4753,0.4753
350,150,375,50,care_sent,-0.4753,0.4753
809,250,200,50,care_sent,0.4752,0.4752
1384,325,375,175,care_sent,0.4752,0.4752
1397,325,400,175,care_sent,0.4751,0.4751
2754,500,350,100,care_sent,0.4751,0.4751
2818,500,450,150,care_sent,-0.4751,0.4751
1725,375,325,75,care_sent,-0.475,0.475
2074,425,200,175,care_sent,-0.475,0.475
1572,350,375,300,care_sent,-0.475,0.475
958,275,175,75,care_sent,0.4749,0.4749
677,225,225,150,care_sent,0.4749,0.4749
848,250,300,100,care_sent,-0.4749,0.4749
1060,275,425,125,care_sent,0.4749,0.4749
2136,425,350,150,care_sent,-0.4749,0.4749
2124,425,325,175,care_sent,-0.4749,0.4749
2282,450,225,75,care_sent,0.4749,0.4749
2710,500,250,150,care_sent,-0.4748,0.4748
2000,400,450,225,care_sent,-0.4748,0.4748
2779,500,375,375,care_sent,-0.4748,0.4748
1574,350,375,350,care_sent,0.4748,0.4748
2094,425,250,250,care_sent,-0.4748,0.4748
1556,350,350,250,care_sent,-0.4748,0.4748
1782,375,425,75,care_sent,-0.4748,0.4748
1549,350,350,75,care_sent,-0.4748,0.4748
1419,325,450,75,care_sent,0.4748,0.4748
659,225,175,75,care_sent,-0.4747,0.4747
1342,325,300,75,care_sent,0.4747,0.4747
408,175,175,75,care_sent,-0.4747,0.4747
2724,500,275,250,care_sent,-0.4747,0.4747
2355,450,375,175,care_sent,-0.4746,0.4746
1369,325,350,125,care_sent,-0.4746,0.4746
1360,325,325,225,care_sent,-0.4745,0.4745
1964,400,400,125,care_sent,-0.4745,0.4745
1291,325,150,75,care_sent,-0.4745,0.4745
1393,325,400,75,care_sent,-0.4745,0.4745
2592,475,425,150,care_sent,-0.4744,0.4744
1147,300,250,75,care_sent,-0.4744,0.4744
2291,450,250,75,care_sent,0.4744,0.4744
1984,400,425,225,care_sent,0.4744,0.4744
2123,425,325,150,care_sent,-0.4744,0.4744
2269,450,175,125,care_sent,-0.4743,0.4743
1216,300,400,75,care_sent,-0.4743,0.4743
1947,400,375,75,care_sent,-0.4743,0.4743
2004,400,450,325,care_sent,-0.4743,0.4743
1685,375,225,125,care_sent,-0.4743,0.4743
727,225,375,50,care_sent,-0.4743,0.4743
973,275,225,75,care_sent,0.4742,0.4742
1608,350,450,150,care_sent,0.4742,0.4742
1504,350,250,100,care_sent,0.4742,0.4742
2137,425,350,175,care_sent,0.4741,0.4741
1713,375,300,75,care_sent,0.4741,0.4741
1936,400,350,150,care_sent,-0.4741,0.4741
1966,400,400,175,care_sent,-0.474,0.474
818,250,225,75,care_sent,0.474,0.474
1221,300,400,200,care_sent,0.474,0.474
674,225,225,75,care_sent,0.474,0.474
2768,500,375,100,care_sent,-0.474,0.474
1071,275,450,125,care_sent,0.474,0.474
810,250,200,75,care_sent,0.4739,0.4739
1174,300,300,225,care_sent,-0.4739,0.4739
1394,325,400,100,care_sent,-0.4739,0.4739
2786,500,400,175,care_sent,-0.4739,0.4739
2528,475,300,300,care_sent,-0.4739,0.4739
2389,450,425,250,care_sent,-0.4739,0.4739
314,150,225,50,care_sent,0.4738,0.4738
1209,300,375,200,care_sent,0.4738,0.4738
1585,350,400,275,care_sent,0.4738,0.4738
1864,400,175,100,care_sent,-0.4738,0.4738
2591,475,425,125,care_sent,-0.4738,0.4738
2709,500,250,125,care_sent,-0.4738,0.4738
450,175,325,75,care_sent,-0.4737,0.4737
1208,300,375,175,care_sent,0.4737,0.4737
1933,400,350,75,care_sent,0.4737,0.4737
2430,450,475,400,care_sent,-0.4736,0.4736
2134,425,350,100,care_sent,-0.4736,0.4736
357,150,400,75,care_sent,-0.4736,0.4736
1194,300,350,125,care_sent,-0.4736,0.4736
1292,325,150,100,care_sent,-0.4736,0.4736
1987,400,425,300,care_sent,0.4736,0.4736
1285,325,125,50,care_sent,-0.4735,0.4735
2405,450,450,225,care_sent,-0.4735,0.4735
1970,400,400,275,care_sent,-0.4735,0.4735
197,125,100,50,care_sent,0.4735,0.4735
2834,500,475,100,care_sent,0.4734,0.4734
1039,275,375,150,care_sent,0.4734,0.4734
1890,400,250,150,care_sent,-0.4734,0.4734
2590,475,425,100,care_sent,0.4734,0.4734
711,225,325,100,care_sent,-0.4734,0.4734
2431,450,475,425,care_sent,-0.4734,0.4734
2501,475,250,150,care_sent,-0.4734,0.4734
1361,325,325,250,care_sent,-0.4734,0.4734
2202,425,450,250,care_sent,-0.4734,0.4734
2610,475,450,175,care_sent,0.4734,0.4734
1150,300,250,150,care_sent,-0.4734,0.4734
2684,500,175,100,care_sent,-0.4733,0.4733
1948,400,375,100,care_sent,-0.4733,0.4733
1182,300,325,125,care_sent,-0.4733,0.4733
1680,375,200,200,care_sent,-0.4733,0.4733
2147,425,375,75,care_sent,-0.4732,0.4732
2611,475,450,200,care_sent,-0.4732,0.4732
652,225,150,50,care_sent,0.4732,0.4732
1293,325,150,125,care_sent,-0.4731,0.4731
2001,400,450,250,care_sent,-0.4731,0.4731
222,125,225,75,care_sent,0.4731,0.4731
456,175,350,50,care_sent,-0.473,0.473
2429,450,475,375,care_sent,-0.473,0.473
1607,350,450,125,care_sent,0.473,0.473
294,150,125,125,care_sent,-0.473,0.473
2368,450,400,125,care_sent,0.4729,0.4729
748,225,425,125,care_sent,0.4729,0.4729
658,225,175,50,care_sent,0.4729,0.4729
1314,325,225,125,care_sent,-0.4728,0.4728
2498,475,250,75,care_sent,0.4728,0.4728
1962,400,400,75,care_sent,-0.4728,0.4728
2560,475,375,125,care_sent,-0.4727,0.4727
565,200,300,50,care_sent,-0.4727,0.4727
1157,300,275,75,care_sent,0.4727,0.4727
648,225,125,75,care_sent,-0.4727,0.4727
2547,475,350,150,care_sent,0.4727,0.4727
2482,475,200,100,care_sent,-0.4726,0.4726
2065,425,175,125,care_sent,-0.4726,0.4726
2328,450,325,175,care_sent,-0.4726,0.4726
2275,450,200,100,care_sent,-0.4726,0.4726
542,200,225,75,care_sent,-0.4726,0.4726
1940,400,350,250,care_sent,-0.4726,0.4726
1541,350,325,200,care_sent,-0.4726,0.4726
2122,425,325,125,care_sent,-0.4726,0.4726
837,250,275,75,care_sent,-0.4726,0.4726
2499,475,250,100,care_sent,0.4726,0.4726
1776,375,400,300,care_sent,-0.4725,0.4725
1354,325,325,75,care_sent,-0.4725,0.4725
1570,350,375,250,care_sent,-0.4725,0.4725
1006,275,300,150,care_sent,-0.4724,0.4724
2087,425,250,75,care_sent,0.4724,0.4724
471,175,400,75,care_sent,-0.4724,0.4724
2698,500,225,75,care_sent,0.4724,0.4724
1693,375,250,100,care_sent,0.4724,0.4724
1230,300,425,125,care_sent,-0.4724,0.4724
1935,400,350,125,care_sent,-0.4723,0.4723
1609,350,450,175,care_sent,-0.4723,0.4723
1593,350,425,125,care_sent,-0.4723,0.4723
2753,500,350,75,care_sent,-0.4722,0.4722
2864,500,500,375,care_sent,-0.4722,0.4722
683,225,250,75,care_sent,-0.4722,0.4722
1474,350,150,100,care_sent,-0.4721,0.4721
2757,500,350,175,care_sent,-0.4721,0.4721
2534,475,325,150,care_sent,-0.4721,0.4721
2577,475,400,175,care_sent,-0.4721,0.4721
2341,450,350,175,care_sent,0.472,0.472
2150,425,375,150,care_sent,-0.4719,0.4719
2866,500,500,425,care_sent,0.4719,0.4719
1479,350,175,75,care_sent,-0.4719,0.4719
2546,475,350,125,care_sent,-0.4719,0.4719
1554,350,350,200,care_sent,-0.4719,0.4719
2521,475,300,125,care_sent,-0.4719,0.4719
1716,375,300,150,care_sent,-0.4718,0.4718
1597,350,425,225,care_sent,0.4718,0.4718
1396,325,400,150,care_sent,0.4717,0.4717
802,250,175,50,care_sent,0.4717,0.4717
201,125,125,50,care_sent,0.4717,0.4717
1985,400,425,250,care_sent,0.4717,0.4717
1173,300,300,200,care_sent,-0.4717,0.4717
2283,450,225,100,care_sent,0.4716,0.4716
1494,350,225,75,care_sent,0.4716,0.4716
2385,450,425,150,care_sent,-0.4716,0.4716
1778,375,400,350,care_sent,-0.4716,0.4716
2729,500,300,100,care_sent,0.4716,0.4716
1715,375,300,125,care_sent,-0.4715,0.4715
1206,300,375,125,care_sent,-0.4715,0.4715
63,75,75,50,care_sent,0.4715,0.4715
2800,500,425,125,care_sent,-0.4715,0.4715
1887,400,250,75,care_sent,0.4715,0.4715
1937,400,350,175,care_sent,-0.4715,0.4715
1676,375,200,100,care_sent,-0.4714,0.4714
1386,325,375,225,care_sent,-0.4714,0.4714
2593,475,425,175,care_sent,-0.4714,0.4714
2133,425,350,75,care_sent,-0.4712,0.4712
1587,350,400,325,care_sent,0.4712,0.4712
2262,450,150,100,care_sent,-0.4712,0.4712
2627,475,475,150,care_sent,-0.4711,0.4711
1312,325,225,75,care_sent,0.4711,0.4711
600,200,400,125,care_sent,0.4711,0.4711
995,275,275,150,care_sent,-0.4711,0.4711
1119,300,150,125,care_sent,-0.4711,0.4711
1663,375,150,100,care_sent,-0.471,0.471
398,175,125,100,care_sent,-0.471,0.471
2520,475,300,100,care_sent,0.471,0.471
2401,450,450,125,care_sent,-0.471,0.471
2406,450,450,250,care_sent,-0.471,0.471
2109,425,300,100,care_sent,0.4709,0.4709
2314,450,300,125,care_sent,-0.4709,0.4709
2164,425,400,125,care_sent,-0.4709,0.4709
954,275,150,125,care_sent,-0.4709,0.4709
1920,400,325,75,care_sent,0.4708,0.4708
1287,325,125,100,care_sent,-0.4708,0.4708
1244,300,450,175,care_sent,0.4707,0.4707
2420,450,475,150,care_sent,0.4707,0.4707
1950,400,375,150,care_sent,-0.4706,0.4706
1787,375,425,200,care_sent,-0.4706,0.4706
2741,500,325,100,care_sent,0.4706,0.4706
1703,375,275,100,care_sent,-0.4706,0.4706
2730,500,300,125,care_sent,0.4706,0.4706
2005,400,450,350,care_sent,0.4706,0.4706
1382,325,375,125,care_sent,-0.4706,0.4706
2387,450,425,200,care_sent,-0.4706,0.4706
2351,450,375,75,care_sent,-0.4705,0.4705
765,225,475,100,care_sent,-0.4705,0.4705
2292,450,250,100,care_sent,0.4705,0.4705
994,275,275,125,care_sent,-0.4704,0.4704
692,225,275,75,care_sent,-0.4704,0.4704
2469,475,150,100,care_sent,-0.4704,0.4704
2522,475,300,150,care_sent,-0.4704,0.4704
2795,500,400,400,care_sent,-0.4704,0.4704
478,175,425,75,care_sent,-0.4704,0.4704
2533,475,325,125,care_sent,0.4704,0.4704
1476,350,150,150,care_sent,-0.4703,0.4703
1540,350,325,175,care_sent,-0.4703,0.4703
345,150,350,75,care_sent,-0.4703,0.4703
1898,400,275,100,care_sent,-0.4703,0.4703
1775,375,400,275,care_sent,-0.4703,0.4703
1357,325,325,150,care_sent,0.4703,0.4703
2756,500,350,150,care_sent,0.4703,0.4703
1010,275,300,250,care_sent,-0.4703,0.4703
2865,500,500,400,care_sent,-0.4702,0.4702
288,150,100,75,care_sent,-0.4702,0.4702
2267,450,175,75,care_sent,-0.4702,0.4702
2170,425,400,275,care_sent,-0.4702,0.4702
251,125,375,50,care_sent,-0.4702,0.4702
339,150,325,75,care_sent,-0.4702,0.4702
2468,475,150,75,care_sent,-0.4701,0.4701
2475,475,175,100,care_sent,-0.4701,0.4701
362,150,425,50,care_sent,-0.4701,0.4701
2165,425,400,150,care_sent,0.4701,0.4701
1434,325,475,125,care_sent,-0.4701,0.4701
2630,475,475,225,care_sent,-0.4701,0.4701
1358,325,325,175,care_sent,-0.4701,0.4701
1922,400,325,125,care_sent,-0.4701,0.4701
1172,300,300,175,care_sent,-0.47,0.47
1799,375,450,125,care_sent,-0.47,0.47
1009,275,300,225,care_sent,-0.47,0.47
2731,500,300,150,care_sent,-0.47,0.47
449,175,325,50,care_sent,-0.47,0.47
1990,400,425,375,care_sent,0.4699,0.4699
877,250,375,75,care_sent,-0.4699,0.4699
2151,425,375,175,care_sent,0.4699,0.4699
709,225,325,50,care_sent,-0.4699,0.4699
1359,325,325,200,care_sent,-0.4699,0.4699
1595,350,425,175,care_sent,0.4698,0.4698
2121,425,325,100,care_sent,0.4698,0.4698
1025,275,350,75,care_sent,-0.4698,0.4698
957,275,175,50,care_sent,0.4698,0.4698
866,250,350,50,care_sent,-0.4698,0.4698
1233,300,425,200,care_sent,0.4698,0.4698
1229,300,425,100,care_sent,-0.4698,0.4698
2148,425,375,100,care_sent,-0.4697,0.4697
1183,300,325,150,care_sent,0.4697,0.4697
2771,500,375,175,care_sent,-0.4697,0.4697
2575,475,400,125,care_sent,-0.4697,0.4697
2836,500,475,150,care_sent,0.4696,0.4696
1387,325,375,250,care_sent,0.4696,0.4696
1543,350,325,250,care_sent,-0.4696,0.4696
1802,375,450,200,care_sent,-0.4696,0.4696
2700,500,225,125,care_sent,-0.4696,0.4696
2120,425,325,75,care_sent,0.4696,0.4696
1160,300,275,150,care_sent,-0.4696,0.4696
2476,475,175,125,care_sent,-0.4696,0.4696
2632,475,475,275,care_sent,-0.4695,0.4695
1375,325,350,275,care_sent,-0.4695,0.4695
1668,375,175,75,care_sent,-0.4695,0.4695
2489,475,225,75,care_sent,0.4695,0.4695
1207,300,375,150,care_sent,0.4695,0.4695
1858,400,150,100,care_sent,-0.4694,0.4694
2070,425,200,75,care_sent,-0.4694,0.4694
1297,325,175,75,care_sent,-0.4693,0.4693
1383,325,375,150,care_sent,0.4693,0.4693
1467,350,125,50,care_sent,-0.4693,0.4693
792,250,125,75,care_sent,0.4693,0.4693
606,200,425,75,care_sent,-0.4693,0.4693
688,225,250,200,care_sent,0.4692,0.4692
558,200,275,75,care_sent,-0.4692,0.4692
1241,300,450,100,care_sent,-0.4692,0.4692
2548,475,350,175,care_sent,0.4692,0.4692
443,175,300,75,care_sent,-0.4692,0.4692
1219,300,400,150,care_sent,0.4692,0.4692
1409,325,425,150,care_sent,0.4692,0.4692
1370,325,350,150,care_sent,0.4691,0.4691
1367,325,350,75,care_sent,-0.4691,0.4691
1505,350,250,125,care_sent,0.4691,0.4691
598,200,400,75,care_sent,-0.4691,0.4691
1464,350,100,75,care_sent,-0.4691,0.4691
2367,450,400,100,care_sent,-0.469,0.469
1005,275,300,125,care_sent,-0.469,0.469
2100,425,275,150,care_sent,-0.469,0.469
428,175,250,50,care_sent,0.469,0.469
1983,400,425,200,care_sent,-0.4689,0.4689
1503,350,250,75,care_sent,0.4689,0.4689
2783,500,400,100,care_sent,-0.4688,0.4688
1414,325,425,275,care_sent,0.4688,0.4688
1322,325,250,100,care_sent,0.4688,0.4688
1321,325,250,75,care_sent,0.4688,0.4688
2500,475,250,125,care_sent,-0.4688,0.4688
820,250,225,125,care_sent,-0.4688,0.4688
721,225,350,125,care_sent,0.4687,0.4687
2080,425,225,125,care_sent,0.4687,0.4687
993,275,275,100,care_sent,-0.4687,0.4687
1610,350,450,200,care_sent,0.4687,0.4687
1013,275,325,50,care_sent,-0.4687,0.4687
1555,350,350,225,care_sent,-0.4687,0.4687
1389,325,375,300,care_sent,0.4686,0.4686
830,250,250,150,care_sent,-0.4686,0.4686
2204,425,450,300,care_sent,-0.4686,0.4686
